Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
jul/25;11523;Intra Estado;Município;RS;Maquiné;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11526;Intra Estado;Município;RS;São Francisco de Assis;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11568;Intra Estado;Município;RS;Tramandaí;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11596;Intra Estado;Município;RS;Caxias do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11622;Intra Estado;Município;RS;Nova Santa Rita;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11630;Intra Estado;Município;RS;Vicente Dutra;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11666;Intra Estado;Município;RS;Osório;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11758;Intra Estado;Município;RS;Canoas;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11784;Intra Estado;Município;RS;Santa Rosa;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11807;Intra Estado;Município;RS;Cambará do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11815;Intra Estado;Município;RS;Sapucaia do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11826;Intra Estado;Município;RS;Montenegro;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11831;Intra Estado;Município;RS;Bento Gonçalves;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11854;Intra Estado;Município;RS;Maratá;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11863;Intra Estado;Município;RS;Barra do Ribeiro;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11877;Intra Estado;Município;RS;Redentora;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11888;Intra Estado;Município;RS;Itati;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11893;Intra Estado;Município;RS;Boqueirão do Leão;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;11901;Intra Estado;Município;RS;Bagé;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11924;Intra Estado;Município;RS;Esteio;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11947;Intra Estado;Município;RS;Santa Cruz do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;11960;Intra Estado;Município;RS;Santa Clara do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12001;Intra Estado;Município;RS;Butiá;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12048;Intra Estado;Município;RS;Barros Cassal;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12049;Intra Estado;Município;RS;Alvorada;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12065;Intra Estado;Município;RS;Rio dos Índios;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12067;Intra Estado;Município;RS;Cristal do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12074;Intra Estado;Município;RS;Tabaí;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12103;Intra Estado;Município;RS;Rio Pardo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12158;Intra Estado;Município;RS;Palmeira das Missões;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12168;Intra Estado;Município;RS;Palmitinho;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em execução;5.890.407,52;0;Municipal
jul/25;12189;Intra Estado;Município;RS;Vacaria;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12201;Intra Estado;Município;RS;São Leopoldo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12332;Intra Estado;Município;RS;Lajeado;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12362;Intra Estado;Município;RS;Barão do Triunfo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12366;Intra Estado;Município;RS;Encruzilhada do Sul;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12462;Intra Estado;Município;RS;Lajeado do Bugre;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12485;Intra Estado;Município;RS;Novo Hamburgo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
jul/25;12520;Intra Estado;Município;RS;Passo Fundo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
jul/25;12777;Intra Estado;Município;RS;Porto Alegre;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Municipal
jul/25;12839;Intra Estado;Município;RS;Gravataí;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em licitação / Leilão;11.955.564,78;;Municipal
jul/25;12843;Intra Estado;Município;RS;Santa Maria;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em licitação / Leilão;10.255.095,83;;Municipal
jul/25;12911;Intra Estado;Município;RS;Porto Alegre;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;12969;Intra Estado;Município;RS;Paverama;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;12984;Intra Estado;Município;RS;Alvorada;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em licitação / Leilão;10.255.095,83;;Municipal
jul/25;13005;Intra Estado;Município;RS;Capão da Canoa;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;13041;Intra Estado;Município;RS;Viamão;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em licitação / Leilão;11.955.564,78;;Municipal
jul/25;13050;Intra Estado;Município;RS;Rio Grande;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;13068;Intra Estado;Município;RS;Gravataí;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;13086;Intra Estado;Município;RS;Capela de Santana;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em ação preparatória;11.955.564,78;;Estadual
jul/25;13297;Intra Estado;Município;RS;Pelotas;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Escolas em Tempo Integral;Obra;Em licitação / Leilão;10.255.095,83;;Municipal
jul/25;13369;Intra Estado;Município;RS;São Francisco de Assis;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Em execução;469.499,00;0;Municipal
jul/25;13375;Intra Estado;Município;RS;Cacequi;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13377;Intra Estado;Município;RS;Jóia;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13443;Intra Estado;Município;RS;São Sepé;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13444;Intra Estado;Município;RS;Arroio do Tigre;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13445;Intra Estado;Município;RS;Floriano Peixoto;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13461;Intra Estado;Município;RS;Dom Feliciano;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13464;Intra Estado;Município;RS;Roque Gonzales;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13506;Intra Estado;Município;RS;Ivorá;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13534;Intra Estado;Município;RS;Água Santa;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13535;Intra Estado;Município;RS;Porto Xavier;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13544;Intra Estado;Município;RS;São Paulo das Missões;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13546;Intra Estado;Município;RS;Charrua;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13558;Intra Estado;Município;RS;São Borja;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13561;Intra Estado;Município;RS;Herval;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13563;Intra Estado;Município;RS;Lajeado do Bugre;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Em ação preparatória;412.000,00;;Municipal
jul/25;13565;Intra Estado;Município;RS;Herveiras;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13574;Intra Estado;Município;RS;Coxilha;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13577;Intra Estado;Município;RS;Quatro Irmãos;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13580;Intra Estado;Município;RS;Augusto Pestana;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Em execução;412.000,00;0;Municipal
jul/25;13594;Intra Estado;Município;RS;Sobradinho;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13602;Intra Estado;Município;RS;Mata;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13617;Intra Estado;Município;RS;Vista Alegre do Prata;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13620;Intra Estado;Município;RS;Rolante;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13621;Intra Estado;Município;RS;Gramado dos Loureiros;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13634;Intra Estado;Município;RS;Santo Augusto;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13651;Intra Estado;Município;RS;Pinhal Grande;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13652;Intra Estado;Município;RS;Tenente Portela;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13668;Intra Estado;Município;RS;Bom Retiro do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13671;Intra Estado;Município;RS;Maquiné;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13683;Intra Estado;Município;RS;Vicente Dutra;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13691;Intra Estado;Município;RS;Itacurubi;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13712;Intra Estado;Município;RS;Agudo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;399.000,00;100;Municipal
jul/25;13731;Intra Estado;Município;RS;Barra do Guarita;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;13740;Intra Estado;Município;RS;Entre-Ijuís;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13746;Intra Estado;Município;RS;Osório;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13747;Intra Estado;Município;RS;Putinga;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13795;Intra Estado;Município;RS;Mato Queimado;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13819;Intra Estado;Município;RS;Estrela;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13823;Intra Estado;Município;RS;Passa Sete;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13832;Intra Estado;Município;RS;Santo Antônio da Patrulha;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13850;Intra Estado;Município;RS;Capão do Cipó;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;13857;Intra Estado;Município;RS;Barra do Quaraí;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13859;Intra Estado;Município;RS;Bossoroca;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;13867;Intra Estado;Município;RS;Vila Lângaro;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;13871;Intra Estado;Município;RS;Jaguarão;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;13874;Intra Estado;Município;RS;Eldorado do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Em execução;469.499,00;0;Municipal
jul/25;13875;Intra Estado;Município;RS;Formigueiro;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;13883;Intra Estado;Município;RS;São Vicente do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;677.000,00;100;Municipal
jul/25;13888;Intra Estado;Município;RS;Victor Graeff;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13913;Intra Estado;Município;RS;Passo do Sobrado;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13937;Intra Estado;Município;RS;Cerro Grande do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13945;Intra Estado;Município;RS;Santa Maria;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;13957;Intra Estado;Município;RS;Barra do Ribeiro;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;13962;Intra Estado;Município;RS;Sertão Santana;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14008;Intra Estado;Município;RS;Caraá;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;677.000,00;100;Municipal
jul/25;14017;Intra Estado;Município;RS;Sentinela do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14057;Intra Estado;Município;RS;Itati;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14063;Intra Estado;Município;RS;Faxinal do Soturno;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14071;Intra Estado;Município;RS;Caiçara;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14077;Intra Estado;Município;RS;Mostardas;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14088;Intra Estado;Município;RS;Fontoura Xavier;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14089;Intra Estado;Município;RS;Lagoa Bonita do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14147;Intra Estado;Município;RS;Júlio de Castilhos;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14174;Intra Estado;Município;RS;Estrela Velha;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14184;Intra Estado;Município;RS;Lagoão;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;14196;Intra Estado;Município;RS;Butiá;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14219;Intra Estado;Município;RS;Torres;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14250;Intra Estado;Município;RS;Chuí;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;14269;Intra Estado;Município;RS;Viamão;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14276;Intra Estado;Município;RS;Sananduva;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14307;Intra Estado;Município;RS;Taquari;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14320;Intra Estado;Município;RS;Rio Pardo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14354;Intra Estado;Município;RS;Cristal;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
